Street,City,propertycard__detailvalue,quartos,banheiros,vagas,price
Rua Tibiriçá,Brooklin,700,4,6,6,3900000
Jardim Paulistano São Paulo,SP,934,5,4,14,14000000
Rua Benedetto Bonfigli,Casa Verde Alta,102,3,2,2,479000
Jardim Europa São Paulo,SP,700,3,5,6,18000000
Jardim Europa São Paulo,SP,482,4,5,5,9000000
Rua Maniutuba,Chácara Santo Antônio (Zona Leste),123,2,1,1,1100000
Rua Euclides Pacheco,Vila Gomes Cardim,493,4,7,8,15000
Rua Narciso Freitas Vieira,Jardim dos Cataldis,110,3,1,2,328900
Rua Pedro Doll,Santana,100,2,2,1,590000
Rua Hermógenes Almeida Prado,Jardim Guedala,607,4,5,5,3150000
Cidade Jardim São Paulo,SP,768,6,3,7,5800000
Rua Olegário Mariano,Jardim Guedala,840,4,8,6,8300000
Sumaré São Paulo,SP,450,4,7,3,15000
Rua Caraúna,Vila Madalena,352,5,5,2,16000
Rua Coronel Luís Alves,Vila Mariana,300,3,3,2,1700000
Jardim Paulista São Paulo,SP,380,5,5,8,4990000
Travessa André Gelly,Vila Regente Feijó,200,3,4,2,650000
Rua Vicente da Costa,Ipiranga,140,3,3,3,850000
Chácara Monte Alegre São Paulo,SP,915,4,8,6,30000
Rua Anésio Pinto Rosa,Brooklin Paulista,286,6,4,4,3000000
Rua Dalton,Alto da Lapa,237,3,4,2,1950000
Rua Grajaú,Sumaré,250,3,4,2,2790000
Jardim Panorama D'Oeste São Paulo,SP,370,4,4,4,4350000
Jardim Paulista São Paulo,SP,673,3,5,5,14700000
Jardim Paulistano São Paulo,SP,934,6,6,7,14000000
Rua Noruega,Jardim Europa,878,4,6,8,15500000
Vila Nova Conceição São Paulo,SP,115,2,2,1,1700000
Pacaembu São Paulo,SP,455,4,5,11,12000
Rua Raul Adalberto de Campos,Vila Madalena,350,3,4,2,10000
Rua Justiniano Serpa,Lar São Paulo,156,3,3,4,960000
Rua Sofia,Jardim Europa,500,4,6,4,15000000
Rua Cônego Eugênio Leite,Pinheiros,354,3,4,5,5300000
Jardim Europa São Paulo,SP,725,3,5,7,22000000
Rua Mesquita,Vila Deodoro,250,3,5,7,1800000
Vila Suzana São Paulo,SP,240,4,4,6,1000000
Rua Quirino Pucca,Vila Romana,80,1,1,2,480000
Rua Doutor José de Moura Resende,Caxingui,277,3,3,5,1800000
Rua Valdir Niemeyer,Sumaré,230,2,5,2,2900000
Rua Joaquim Nabuco,Brooklin,600,3,5,12,3000000
Alameda Franca,Jardim Paulista,137,9,2,1,2600000
Santa Cecília São Paulo,SP,450,4,3,1,5850000
Avenida Professor Ciro de Barros Resende,Planalto Paulista,280,4,5,4,3750000
Rua Brumado,Jardim Maracanã,280,2,4,8,650000
Pacaembu São Paulo,SP,890,4,7,7,4600000
Boaçava São Paulo,SP,435,4,6,6,4500000
Rua Conselheiro Zacarias,Jardim Paulista,580,4,4,3,9000000
Jardim Europa São Paulo,SP,166,4,5,2,5400000
Rua Rosário do Sul,Jardim Maringá,274,3,4,6,1050000
Boaçava São Paulo,SP,350,3,5,7,5500000
Rua Doutor Rafael Caramuru Lanzelloti,Aclimação,200,2,1,1,850000
Viela Um,Jardim Peri,320,3,2,4,1700000
Jardim Guedala São Paulo,SP,547,3,4,3,2500000
Perdizes São Paulo,SP,280,4,3,2,1750000
Vila Olímpia São Paulo,SP,160,3,4,3,2900000
Cidade Jardim São Paulo,SP,1530,5,5,30,90000
Rua Iraci,Jardim Paulistano,240,5,3,2,2580000
Rua Passo da Pátria,Bela Aliança,156,3,3,2,1000000
Rua Raul Devesa,Perdizes,113,2,2,2,890000
Vila Ida São Paulo,SP,456,4,7,4,4500000
Avenida Jandira,Indianópolis,320,4,4,6,2500000
Cidade Jardim São Paulo,SP,589,3,4,6,5500000
Parque Residencial Oratorio São Paulo,SP,100,3,2,3,480000
Lapa São Paulo,SP,670,5,9,10,4600000
Rua Maria Rosa Halter Frank,Itaim Bibi,100,3,2,1,1970000
Jardim Europa São Paulo,SP,600,4,2,8,8000000
Rua Cuba,Jardim América,301,4,5,4,4200000
Rua Doutor José de Moura Resende,Caxingui,277,3,3,5,1800000
Rua Valdir Niemeyer,Sumaré,230,2,5,2,2900000
Rua Joaquim Nabuco,Brooklin,600,3,5,12,3000000
Alameda Franca,Jardim Paulista,137,9,2,1,2600000
Santa Cecília São Paulo,SP,450,4,3,1,5850000
Avenida Professor Ciro de Barros Resende,Planalto Paulista,280,4,5,4,3750000
Rua Brumado,Jardim Maracanã,280,2,4,8,650000
Pacaembu São Paulo,SP,890,4,7,7,4600000
Boaçava São Paulo,SP,435,4,6,6,4500000
Rua Conselheiro Zacarias,Jardim Paulista,580,4,4,3,9000000
Jardim Europa São Paulo,SP,166,4,5,2,5400000
Rua Rosário do Sul,Jardim Maringá,274,3,4,6,1050000
Boaçava São Paulo,SP,350,3,5,7,5500000
Rua Doutor Rafael Caramuru Lanzelloti,Aclimação,200,2,1,1,850000
Viela Um,Jardim Peri,320,3,2,4,1700000
Jardim Guedala São Paulo,SP,547,3,4,3,2500000
Perdizes São Paulo,SP,280,4,3,2,1750000
Vila Olímpia São Paulo,SP,160,3,4,3,2900000
Cidade Jardim São Paulo,SP,1530,5,5,30,90000
Rua Iraci,Jardim Paulistano,240,5,3,2,2580000
Rua Passo da Pátria,Bela Aliança,156,3,3,2,1000000
Rua Raul Devesa,Perdizes,113,2,2,2,890000
Vila Ida São Paulo,SP,456,4,7,4,4500000
Avenida Jandira,Indianópolis,320,4,4,6,2500000
Cidade Jardim São Paulo,SP,589,3,4,6,5500000
Parque Residencial Oratorio São Paulo,SP,100,3,2,3,480000
Lapa São Paulo,SP,670,5,9,10,4600000
Rua Maria Rosa Halter Frank,Itaim Bibi,100,3,2,1,1970000
Jardim Europa São Paulo,SP,600,4,2,8,8000000
Rua Cuba,Jardim América,301,4,5,4,4200000
Rua Alto do Bonfim,Conjunto Residencial Jardim Canaã,128,3,2,3,730000
Jardim Guedala São Paulo,SP,717,5,4,6,4400000
Pacaembu São Paulo,SP,900,4,4,5,5000000
Planalto Paulista São Paulo,SP,400,3,5,3,3100000
Rua Pereira Leite,Sumarezinho,250,3,2,4,1600000
Jardim América São Paulo,SP,300,4,4,4,5500000
Sumaré São Paulo,SP,395,4,3,5,6000000
Vila Ema São Paulo,SP,160,3,2,1,421000
Rua Francisco Bayardo,Perdizes,80,3,3,1,1150000
Granja Julieta São Paulo,SP,270,5,5,3,22000
Perdizes São Paulo,SP,430,3,4,1,3900000
Boaçava São Paulo,SP,530,4,5,6,3800000
Vila Nova Conceição São Paulo,SP,390,3,4,5,5500000
Tucuruvi São Paulo,SP,90,3,2,1,490000
Parque da Mooca São Paulo,SP,370,3,1,5,8500
Rua do Ceuta,Jardim Luzitânia,560,4,5,4,9040000
Rua Escobar Ortiz,Vila Nova Conceição,190,3,3,2,9000
Rua Professor Miguel Calmon,Jardim Morumbi,384,4,5,2,1100000
Jardim Santa Cruz (Campo Grande) São Paulo,SP,120,3,2,2,590000
Rua Pais de Andrade,Aclimação,390,3,3,3,1400000
Rua Puréus,Jardim Guedala,600,4,7,5,2500000
Rua General Sena Vasconcelos,Jardim Guedala,570,5,5,2,3210000
Rua das Camélias,Mirandópolis,330,4,3,6,1900000
Avenida Giovanni Gronchi,Morumbi,388,3,4,6,1500000
Perdizes São Paulo,SP,300,4,3,3,2120000
Rua Porangaba,Bosque da Saúde,160,3,1,3,1200000
Rua General Euclides Figueiredo,Morumbi,250,4,5,5,1600000
Jardim Paulistano São Paulo,SP,989,5,5,5,12000000
Alameda Ministro Rocha Azevedo,Jardim Paulista,120,2,2,1,1600000
Rua Araporé,Jardim Guedala,700,4,6,4,12000000
Rua Feliciano Maia,Jardim Paulista,560,5,5,6,40000
Higienópolis São Paulo,SP,450,4,4,6,22000
Rua Doutor João Neves Neto,Jardim Guedala,379,3,5,3,2300000
Rua Nova York,Brooklin Paulista,230,3,5,3,2200000
Jardim Paulista São Paulo,SP,723,3,3,4,16500000
Rua Filipe de Gusmão,Sumarezinho,120,3,3,1,905000
Rua Vupabussu,Pinheiros,144,3,4,2,15000
Rua José do Patrocínio,Aclimação,150,3,2,2,930000
Rua Stefan Marek Neuding,Jardim Sílvia (Zona Oeste),622,4,6,6,5000000
Jardim Leonor São Paulo,SP,389,3,5,5,1690000
Rua Costa Rica,Jardim América,1140,5,7,15,100000
Rua General Fonseca Teles,Jardim Paulista,560,3,5,3,30000
Avenida Sílvio Sciumbata,Interlagos,793,4,4,5,2680000
Alto de Pinheiros São Paulo,SP,350,4,3,4,3500000
Rua Irineu Marinho,Santo Amaro,720,5,6,6,4800000
Boaçava São Paulo,SP,1054,4,5,5,40000
Jardim Paulistano São Paulo,SP,400,3,3,3,5500000
Rua Campo Grande,Vila Hamburguesa,450,3,4,5,3600000
Retiro Morumbi São Paulo,SP,700,4,7,8,5000000
Rua França,Jardim Europa,340,4,2,5,5000000
Rua Alberto Faria,Alto de Pinheiros,315,4,5,5,5400000
Rua Jamil Safady,Vila Romana,196,4,2,2,1500000
Avenida Padre Pereira de Andrade,Boaçava,280,3,3,5,2950000
Rua Hermógenes Almeida Prado,Jardim Guedala,800,4,8,4,3950000
Rua Jaguanambi,Cidade Jardim,589,4,7,6,4300000
Rua Demóstenes,Campo Belo,286,3,5,4,1950000
Morumbi São Paulo,SP,1327,3,8,34,120000
Rua Senador João Lira,Pacaembu,300,4,4,3,2500000
Rua República de El Salvador,Praia da Lagoa,388,3,2,4,1900000
Rua Almirante de Inhaúma,Alto da Lapa,251,3,5,3,1700000
Jardim Leonor São Paulo,SP,350,4,6,4,4074000
Avenida Morumbi,Morumbi,1100,5,6,8,1950000
Rua Abagiba,Vila da Saúde,170,3,2,3,680000
Rua Carmo do Rio Claro,Cambuci,110,2,3,1,650000
Rua Senador João Lira,Pacaembu,300,4,4,3,2500000
Jardim Triana São Paulo,SP,190,2,3,3,590000
Jardim Leonor São Paulo,SP,700,4,3,4,19000
Rua Valença,Sumaré,213,4,6,3,2600000
Rua Luisiânia,Brooklin,249,4,4,3,2400000
Rua Grécia,Jardim Europa,518,5,4,3,7500000
Jardim Guedala São Paulo,SP,729,5,5,8,20000
Rua Faria Lobato,Vila Santa Clara,148,3,3,4,690000
Rua Antônio de Gouveia Giudice,Alto de Pinheiros,660,3,6,5,7000000
Rua Itapitangui,Pacaembu,160,3,3,3,4500000
Rua Doutor João Maia,Aclimação,147,3,4,3,1600000
Jardim Paulista São Paulo,SP,484,4,5,4,9500000
Rua Comandante Ismael Guilherme,Jardim Luzitânia,775,4,4,6,11000000
Praça Horácio Sabino,Pinheiros,260,4,3,3,2700000
Pinheiros São Paulo,SP,1022,4,14,8,85000
Rua César Pena Ramos,Vila Santa Maria,165,5,3,1,3000
Rua Leônidas Freire,Vila Liviero,280,6,5,3,750000
Vila Morumbi São Paulo,SP,736,4,8,14,20000
Rua Doutor Manoel Maria Tourinho,Pacaembu,422,4,4,1,2500000
Rua Maria Carolina,Jardim Paulistano,600,3,5,4,9500000
Indianópolis São Paulo,SP,197,3,5,3,1570000
Rua Jabebira,Jardim Everest,750,5,9,4,8000000
Jardim América São Paulo,SP,860,3,4,12,60000
Rua Olegário Mariano,Jardim Guedala,750,5,7,8,4400000
Rua Gaspar Lourenço,Vila Mariana,332,3,2,1,1300000
Jardim Leonor São Paulo,SP,750,4,8,5,20000
Rua Acutiranha,Jardim Panorama,420,4,3,4,14000
Rua Urbanizadora,Sumaré,273,3,5,4,5000000
Vila Santos São Paulo,SP,114,3,3,3,500000
Rua Joaquim Cândido de Azevedo Marques,Vila Morumbi,900,3,6,10,18000000
Rua Pereira Caldas,Jardim da Glória,250,3,4,3,950000
Cidade Jardim São Paulo,SP,450,4,4,3,4000000
Rua Sampaio Vidal,Jardim Paulistano,184,3,3,2,2200000
Rua das Promessas,Vila Medeiros,113,3,2,3,405000
Rua Petrópolis,Sumaré,460,3,5,6,4950000
Rua Santa Silveira,Jardim Penha,133,2,3,2,460000
Avenida Bosque da Saúde,Saúde,250,3,3,1,650000
Vila Progredior São Paulo,SP,650,4,6,5,2390000
Alto de Pinheiros São Paulo,SP,600,3,5,3,3950000
Cidade Jardim São Paulo,SP,600,5,7,4,3800000
Jardim Luzitânia São Paulo,SP,258,3,5,5,3500000
Alto de Pinheiros São Paulo,SP,400,3,4,3,3450000
Pacaembu São Paulo,SP,600,5,4,4,3500000
Rua Cardeal Cagliori,Alto de Pinheiros,400,4,5,7,3150000
Rua Embuaçu,Vila Mariana,160,3,4,2,1300000
Rua Januário Miraglia,Vila Nova Conceição,145,3,2,2,2500000
Rua da Dança Cigana,Jardim Vaz de Lima,100,3,1,1,445000
Rua Tordesilhas,Lapa,221,3,4,2,1300000
Pacaembu São Paulo,SP,426,4,2,8,2300000
Rua Maracaibo,Jardim Everest,433,4,6,4,3600000
Alto de Pinheiros São Paulo,SP,332,4,4,4,3750000
Rua Professor Luciano Gualberto,Jardim Morumbi,1000,5,7,4,45000
Jardim Guedala São Paulo,SP,530,4,3,6,18000
Rua Sanharó,Jardim Guedala,590,5,5,5,2250000
Rua José de Freitas Guimarães,Pacaembu,419,4,3,4,2660000
Rua Enrico de Martino,Jardim Leonor,650,4,7,10,30000
Fazenda Morumbi São Paulo,SP,700,4,4,6,4300000
Rua Sílvia Celeste de Campos,Alto de Pinheiros,435,4,3,2,3900000
Rua Valença,Sumaré,314,5,5,4,2980000
Rua Grumete Sandoval Santos,Morumbi,600,3,4,4,20000
Rua Professor Otávio Ferrari,Jardim Guedala,751,5,5,6,3750000
Rua Espanha,Jardim Europa,1400,4,8,6,35000000
Fazenda Morumbi São Paulo,SP,700,6,4,4,4300000
Sumaré São Paulo,SP,350,3,3,23,15000
Rua Panaçu,Vila Monumento,144,3,5,2,1100000
Rua Mônaco,Jardim Textil,230,3,2,6,1300000
Jardim América São Paulo,SP,650,4,4,11,26600000
Rua Macaé,Sumaré,550,4,5,4,3500000
Rua Alberto Faria,Alto de Pinheiros,350,3,3,3,3150000
Rua Arizona,Cidade Monções,150,3,1,2,1779990
Praça Santos Coimbra,Morumbi,560,3,4,8,3500000
Rua Iraúna,Indianópolis,150,2,2,4,1400000
Rua Soares de Barros,Itaim Bibi,150,3,2,2,2300000
Rua Zacarias de Gois,Parque Colonial,190,3,2,8,2000000
Rua Sampaio Vidal,Jardim Paulistano,244,3,4,2,28000
Rua Comendador Elias Jafet,Jardim Leonor,493,4,4,6,2900000
Jardim Luzitânia São Paulo,SP,450,3,5,3,5400000
Rua Tefé,Sumaré,330,4,4,4,3700000
Rua Roteiro,Vila Inah,660,4,8,5,6900000
Rua Sílvio Portugal,Pacaembu,870,7,1,6,3200000
Rua Carataca,Vila Gustavo,110,2,3,1,590000
Rua Domingos Augusto Setti,Jardim Vila Mariana,210,4,5,4,2100000
Rua Itapacurai,Paraíso do Morumbi,107,3,2,2,820000
Rua Turquia,Pinheiros,840,3,4,6,13900000
Rua Teodoro Ramos,Pacaembu,250,3,3,4,2800000
Pacaembu São Paulo,SP,325,3,4,4,2700000
Rua Bernardino Machado,Granja Julieta,450,4,5,4,3450000
Rua José Clemente,Jardim Paulista,730,4,6,3,8000000
Rua Mário Guastini,Pinheiros,470,5,5,3,2500000
Alto de Pinheiros São Paulo,SP,710,4,4,5,7800000
Cidade Monções São Paulo,SP,290,4,6,6,9000
Alto de Pinheiros São Paulo,SP,670,4,5,6,8700000
Rua Alberto Faria,Alto de Pinheiros,300,3,4,3,3350000
Jardim Paulista São Paulo,SP,800,5,7,6,9580000
Rua Júlio Verne,Jardim Hípico,288,4,6,2,1890000
Rua Deputado Bady Bassit,Caxingui,340,4,5,6,3800000
Jardim América São Paulo,SP,366,4,2,4,5200000
Avenida Itacira,Planalto Paulista,1000,5,7,14,6000000
Rua Pero Correia,Vila Mariana,144,3,3,7,850000
Rua Brigadeiro Gama Barcelos,Parque Jabaquara,145,2,4,2,540000
Jardim Marajoara São Paulo,SP,532,4,6,7,2100000
Rua Ubatuba,Pacaembu,420,4,5,5,5500000
Rua Tucuna,Perdizes,270,3,4,2,1580000
Rua Lacedemônia,Jardim Brasil (Zona Sul),167,3,5,2,840000
Rua Lomas Valentinas,Alto da Lapa,1128,4,6,6,9000000
Rua Dom Silvério Pimenta,Vila Gumercindo,80,2,1,2,420000
Rua Manduri,Jardim Paulistano,400,6,5,4,7000000
Rua Groenlândia,Jardim América,210,3,2,3,3000000
Rua Francisco Farel,Jardim das Bandeiras,310,3,3,3,3160000
Rua Dona Balduína,Sumaré,410,3,6,3,3100000
Butantã São Paulo,SP,365,3,5,2,2990000
Rua Enrico de Martino,Jardim Leonor,470,4,5,6,1600000
Caxingui São Paulo,SP,140,3,3,2,890000
Rua Maestro Elias Lobo,Jardim Paulista,210,3,3,2,3400000
Moema São Paulo,SP,400,4,5,5,5000000
Rua Antonina,Sumaré,400,4,3,6,6000000
Rua Tibiriçá,Brooklin Paulista,491,3,3,6,5200000
Rua Trinta e Um de Março,Fazenda Morumbi,1400,4,10,7,35000
Rua Isaura Abad Giacomelli,Vila Firmiano Pinto,200,5,4,4,1280000
Avenida das Magnólias,Cidade Jardim,900,4,7,10,10000000
Jardim América São Paulo,SP,500,4,4,8,13000000
Rua José Cardoso Coutinho,Jardim Ipanema (Zona Sul),220,3,3,3,920000
Alto de Pinheiros São Paulo,SP,710,4,4,5,7800000
Cidade Monções São Paulo,SP,290,4,6,6,9000
Alto de Pinheiros São Paulo,SP,670,4,5,6,8700000
Rua Alberto Faria,Alto de Pinheiros,300,3,4,3,3350000
Jardim Paulista São Paulo,SP,800,5,7,6,9580000
Rua Júlio Verne,Jardim Hípico,288,4,6,2,1890000
Rua Deputado Bady Bassit,Caxingui,340,4,5,6,3800000
Jardim América São Paulo,SP,366,4,2,4,5200000
Avenida Itacira,Planalto Paulista,1000,5,7,14,6000000
Rua Pero Correia,Vila Mariana,144,3,3,7,850000
Rua Brigadeiro Gama Barcelos,Parque Jabaquara,145,2,4,2,540000
Jardim Marajoara São Paulo,SP,532,4,6,7,2100000
Rua Ubatuba,Pacaembu,420,4,5,5,5500000
Rua Tucuna,Perdizes,270,3,4,2,1580000
Rua Lacedemônia,Jardim Brasil (Zona Sul),167,3,5,2,840000
Rua Lomas Valentinas,Alto da Lapa,1128,4,6,6,9000000
Rua Dom Silvério Pimenta,Vila Gumercindo,80,2,1,2,420000
Rua Manduri,Jardim Paulistano,400,6,5,4,7000000
Rua Groenlândia,Jardim América,210,3,2,3,3000000
Rua Francisco Farel,Jardim das Bandeiras,310,3,3,3,3160000
Rua Dona Balduína,Sumaré,410,3,6,3,3100000
Butantã São Paulo,SP,365,3,5,2,2990000
Rua Enrico de Martino,Jardim Leonor,470,4,5,6,1600000
Caxingui São Paulo,SP,140,3,3,2,890000
Rua Maestro Elias Lobo,Jardim Paulista,210,3,3,2,3400000
Moema São Paulo,SP,400,4,5,5,5000000
Rua Antonina,Sumaré,400,4,3,6,6000000
Rua Tibiriçá,Brooklin Paulista,491,3,3,6,5200000
Rua Trinta e Um de Março,Fazenda Morumbi,1400,4,10,7,35000
Rua Isaura Abad Giacomelli,Vila Firmiano Pinto,200,5,4,4,1280000
Avenida das Magnólias,Cidade Jardim,900,4,7,10,10000000
Jardim América São Paulo,SP,500,4,4,8,13000000
Rua José Cardoso Coutinho,Jardim Ipanema (Zona Sul),220,3,3,3,920000
Cidade Jardim São Paulo,SP,517,4,5,8,15000
Rua Leiria,Jardim Luzitânia,330,4,5,4,7900000
Jardim Paulistano São Paulo,SP,385,5,3,8,3000000
Consolação São Paulo,SP,450,3,6,3,4300000
Perdizes São Paulo,SP,300,4,3,3,2120000
Rua Porangaba,Bosque da Saúde,160,3,1,3,1200000
Rua General Euclides Figueiredo,Morumbi,250,4,5,5,1600000
Jardim Paulistano São Paulo,SP,989,5,5,5,12000000
Alameda Ministro Rocha Azevedo,Jardim Paulista,120,2,2,1,1600000
Rua Araporé,Jardim Guedala,700,4,6,4,12000000
Rua Feliciano Maia,Jardim Paulista,560,5,5,6,40000
Higienópolis São Paulo,SP,450,4,4,6,22000
Rua Doutor João Neves Neto,Jardim Guedala,379,3,5,3,2300000
Rua Nova York,Brooklin Paulista,230,3,5,3,2200000
Jardim Paulista São Paulo,SP,723,3,3,4,16500000
Rua Filipe de Gusmão,Sumarezinho,120,3,3,1,905000
Rua Vupabussu,Pinheiros,144,3,4,2,15000
Rua José do Patrocínio,Aclimação,150,3,2,2,930000
Rua Stefan Marek Neuding,Jardim Sílvia (Zona Oeste),622,4,6,6,5000000
Jardim Leonor São Paulo,SP,389,3,5,5,1690000
Rua Costa Rica,Jardim América,1140,5,7,15,100000
Rua General Fonseca Teles,Jardim Paulista,560,3,5,3,30000
Largo Nossa Senhora da Conceição,Cambuci,180,3,1,2,1080000
Rua Professor Miguel Maurício da Rocha,Brooklin,700,4,6,6,4200000
Rua Bacopari,Boaçava,256,3,4,3,3250000
Jardim Morumbi São Paulo,SP,600,5,6,5,5800000
Rua General Bagnuolo,Quinta da Paineira,246,3,3,2,650000
Alto de Pinheiros São Paulo,SP,543,4,5,4,9500000
Rua Laura Vicuna,Vila Ida,900,3,5,8,20000
Pinheiros São Paulo,SP,1022,4,14,8,85000
Rua César Pena Ramos,Vila Santa Maria,165,5,3,1,3000
Rua Leônidas Freire,Vila Liviero,280,6,5,3,750000
Vila Morumbi São Paulo,SP,736,4,8,14,20000
Rua Doutor Manoel Maria Tourinho,Pacaembu,422,4,4,1,2500000
Avenida Moaci,Planalto Paulista,200,4,5,1,1650000
Rua Maria Carolina,Jardim Paulistano,600,3,5,4,9500000
Indianópolis São Paulo,SP,197,3,5,3,1570000
Rua Jabebira,Jardim Everest,750,5,9,4,8000000
Jardim América São Paulo,SP,860,3,4,12,60000
Avenida Doutor Cardoso de Melo,Vila Olímpia,200,2,3,2,2900000
Jardim América São Paulo,SP,1200,4,4,7,25600000
Praça Cecília Perigo Saldiva,Alto de Pinheiros,420,3,3,3,6800000
Rua Leão XIII,Jardim São Bento,267,3,5,4,1350000
Rua Doutor João Neves Neto,Jardim Guedala,380,3,5,3,2400000
Rua Bragança,Pacaembu,400,4,1,5,3500000
Rua Doutor Félix,Aclimação,250,3,4,1,1400000
Avenida das Magnólias,Cidade Jardim,1200,4,5,8,30000
Jardim Guedala São Paulo,SP,1300,5,7,6,5900000
Rua Simão Machado  Apto,Tucuruvi,90,2,2,2,460000
Rua Alcacer,Kehir,233,3,2,2,860000
Rua Urbanizadora,Sumaré,250,3,3,4,2900000
Rua Santos Dumont,Jardim Petrópolis,567,4,3,4,3490000
Jardim Santo Amaro São Paulo,SP,120,2,2,4,800000
Vila Cordeiro São Paulo,SP,83,2,3,1,480000
Rua Bailique,Jardim Textil,170,3,3,3,1200000
Rua das Begônias,Cidade Jardim,456,5,4,7,2200000
Rua Padre Madureira,Jardim Guedala,1400,5,8,6,12000000
Parque Continental São Paulo,SP,165,3,3,1,560000
Rua Itatiba,Pacaembu,513,4,7,12,5500000
Rua Taguató,Vila Fernandes,180,5,4,3,450000
Rua Engenheiro Janot Pacheco,Vila Progredior,342,4,6,7,2990000
Rua João Batista Leme da Silva,Vila Madalena,174,4,4,2,1219000
Cidade Centenário São Paulo,SP,180,2,3,2,600000
Avenida das Magnólias,Cidade Jardim,308,5,5,4,2500000
Alameda dos Camaiurás,Planalto Paulista,820,6,3,6,2990000
Cidade Jardim São Paulo,SP,589,4,5,6,4000000
Rua Professor Luciano Gualberto,Jardim Morumbi,605,4,8,10,5000000
Rua Bispo Eugênio Demazemod,Vila Alpina,160,3,3,2,790000
Avenida Eliseu de Almeida,Instituto de Previdência,95,3,2,5,4000
Rua Maurício de Castilho,Vila Monumento,300,3,5,3,2600000
Avenida Lopes de Azevedo,Jardim Guedala,1820,5,8,10,12000000
Rua Afonso Ferreira,Jardim Paulista,550,4,7,4,12000000
Rua Alberto Faria,Alto de Pinheiros,383,5,7,5,5290000
Rua Professor Carlos Zagotis,Tatuapé,200,3,3,2,950000
Rua Doutor Abílio Martins de Castro,Jardim Marajoara,710,3,3,4,2500000
Jaguaré São Paulo,SP,220,4,4,3,1095000
Interlagos São Paulo,SP,400,4,5,4,8000
Rua Machado de Assis,Vila Mariana,285,3,5,4,2150000
Avenida Professor Fonseca Rodrigues,Alto de Pinheiros,500,4,5,4,6863720
Retiro Morumbi São Paulo,SP,850,4,8,8,35000
Alto de Pinheiros São Paulo,SP,360,4,6,4,5800000
Rua Iraúna,Jardim Novo Mundo,300,3,3,3,1990000
Jardim Paulista São Paulo,SP,600,5,4,3,35000
Rua Afonso Bandeira de Melo,Campo Belo,210,3,1,2,1100000
Vila Olímpia São Paulo,SP,160,3,5,3,2900000
Alto de Pinheiros São Paulo,SP,730,4,6,10,7800000
Rua Almirante Soares Dutra,Morumbi,408,3,5,4,3400000
Rua Moisés Anaute,Jardim Odete,220,3,5,4,1030000
Jardim Paulistano São Paulo,SP,630,4,9,7,14000000
Rua Açaraí,Jardim Guedala,497,3,4,4,3000000
Jardim Miriam São Paulo,SP,400,5,5,4,1950000
Rua Grécia,Jardim Europa,203,3,1,2,3100000
Rua Bandeirante Sampaio Soares,Vila Morumbi,703,4,8,6,30000
Boaçava São Paulo,SP,471,4,4,4,17000
Jardim Leonor São Paulo,SP,1000,3,7,7,20000
Rua Padre Madureira,Jardim Guedala,551,4,8,8,5000000
Vila Oratório São Paulo,SP,93,3,1,1,531000
Rua da Independência,Cambuci,170,3,2,1,500000
Rua General Sena Vasconcelos,Jardim Guedala,352,4,4,3,3600000
Pacaembu São Paulo,SP,1490,5,11,40,25000
Rua Ministro Ferreira Alves,Perdizes,147,3,2,1,760000
City América São Paulo,SP,446,4,4,5,2100000
Vila Albertina São Paulo,SP,181,3,1,2,700000
Rua Alberto Hodge,Santo Amaro,880,4,5,3,3500000
Rua do Minho,Jardim Luzitânia,436,4,4,3,5500000
Vila Madalena São Paulo,SP,473,4,5,5,3600000
Rua Jaguanambi,Cidade Jardim,475,5,6,5,25000
Rua Castro Delgado,Alto de Pinheiros,357,4,5,4,6400000
Avenida IV Centenário,Jardim Luzitânia,500,4,3,3,7900000
Vila Mariana São Paulo,SP,161,3,3,3,1200000
Rua Cordisburgo,Jardim Leonor,800,4,6,6,3700000
Rua Alberto Faria,Alto de Pinheiros,350,3,3,3,3150000
Rua Arizona,Cidade Monções,150,3,1,2,1779990
Praça Santos Coimbra,Morumbi,560,3,4,8,3500000
Rua Iraúna,Indianópolis,150,2,2,4,1400000
Rua Soares de Barros,Itaim Bibi,150,3,2,2,2300000
Rua Zacarias de Gois,Parque Colonial,190,3,2,8,2000000
Rua Sampaio Vidal,Jardim Paulistano,244,3,4,2,28000
Rua Comendador Elias Jafet,Jardim Leonor,493,4,4,6,2900000
Jardim Luzitânia São Paulo,SP,450,3,5,3,5400000
Rua Tefé,Sumaré,330,4,4,4,3700000
Rua Roteiro,Vila Inah,660,4,8,5,6900000
Rua Sílvio Portugal,Pacaembu,870,7,1,6,3200000
Rua Carataca,Vila Gustavo,110,2,3,1,590000
Rua Domingos Augusto Setti,Jardim Vila Mariana,210,4,5,4,2100000
Rua Doutor Rubens de Azevedo Marques,Chácara Monte Alegre,350,5,5,4,2200000
Rua Itapacurai,Paraíso do Morumbi,107,3,2,2,820000
Rua Turquia,Pinheiros,840,3,4,6,13900000
Rua Teodoro Ramos,Pacaembu,250,3,3,4,2800000
Pacaembu São Paulo,SP,325,3,4,4,2700000
Rua Bergamota,Alto da Lapa,190,2,2,3,1200000
Rua Antonina,Sumaré,366,3,4,3,3850000
